,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
17903,8.1,1.0,0.88,45.5,0.23,152.8,217.1,1.01183,3.09,1.68,10.8,2
17904,6.8,0.93,0.76,27.8,0.171,180.0,240.8,1.01145,2.95,1.56,13.1,2
17905,11.2,0.59,1.26,49.6,0.358,102.6,241.3,1.0248,3.19,1.37,12.1,2
17906,10.0,0.94,1.26,36.3,0.254,222.1,295.3,1.01702,3.15,1.48,11.6,2
17907,8.1,1.08,1.1,39.2,0.261,215.7,199.6,1.01152,3.06,1.71,12.3,2
17908,8.2,1.36,0.98,36.4,0.276,156.5,347.6,1.02889,3.28,1.22,11.7,2
17909,9.8,1.19,1.11,31.0,0.248,189.2,362.4,1.01057,2.99,1.6,13.7,2
17910,9.5,1.1,0.41,45.1,0.158,90.4,163.6,1.01972,2.97,1.34,12.3,2
17911,11.1,1.01,1.15,27.6,0.316,215.0,369.5,1.02364,2.99,1.35,11.9,2
17912,13.0,1.17,1.09,36.8,0.179,186.4,288.5,1.02676,3.09,0.91,11.8,2
17913,11.9,0.51,0.69,47.9,0.357,147.2,258.6,1.02561,3.07,1.28,10.4,2
17914,9.4,1.24,1.04,50.2,0.232,224.7,237.1,1.03014,2.91,0.88,11.3,2
17915,10.3,1.22,0.46,33.3,0.219,194.6,266.0,1.01957,2.89,1.45,12.8,2
17916,11.4,1.06,0.71,53.0,0.355,157.7,380.2,1.03104,2.98,1.44,10.2,2
17917,13.4,0.78,1.32,51.9,0.347,120.4,305.6,1.02514,3.11,1.17,9.9,2
17918,12.4,0.57,1.25,37.3,0.401,74.1,154.1,1.01206,3.38,1.33,11.5,2
17919,11.1,1.06,1.23,48.9,0.183,139.7,383.6,1.02589,2.96,1.38,11.7,2
17920,11.2,1.04,0.76,44.6,0.321,245.1,288.1,1.01995,3.0,1.56,12.5,2
17921,12.3,1.33,0.97,48.8,0.381,257.1,301.2,1.01774,3.09,1.02,11.9,2
17922,9.2,0.91,1.27,54.3,0.289,169.0,371.3,1.01944,2.99,1.2,10.8,2
17923,12.1,0.92,1.16,49.1,0.259,215.3,243.2,1.0261,2.93,0.77,10.0,2
17924,10.8,0.97,1.28,27.7,0.362,211.0,293.6,1.01718,3.11,1.52,11.7,2
17925,12.9,0.85,0.92,47.7,0.199,191.7,353.6,1.00546,3.22,1.17,11.4,2
17926,9.0,0.98,1.17,42.9,0.187,92.5,353.1,1.01586,3.1,1.05,13.6,2
17927,11.3,0.49,1.35,56.8,0.458,126.9,338.8,1.03186,3.01,1.01,10.7,2
17928,7.5,1.42,1.41,38.6,0.245,148.9,289.2,1.00443,3.17,1.33,10.9,2
17929,9.7,1.4,1.18,35.4,0.201,147.1,298.6,1.02491,2.94,1.74,11.5,2
17930,12.4,0.77,0.7,52.1,0.137,227.3,388.8,1.0024,3.1,1.0,9.9,2
17931,13.0,0.79,1.22,57.7,0.352,178.9,346.3,1.02131,3.13,0.87,11.0,2
17932,11.5,0.99,0.96,39.2,0.337,243.2,288.1,1.02302,3.24,1.49,11.9,2
17933,13.1,0.94,0.99,48.2,0.375,111.0,290.1,1.0111,3.2,1.28,11.1,2
17934,12.4,0.57,1.25,37.3,0.401,74.1,154.1,1.01206,3.38,1.33,11.5,2
17935,9.1,1.19,1.09,45.0,0.176,161.4,346.8,1.01745,3.09,0.85,13.0,2
17936,11.6,0.46,1.3,26.1,0.21,197.8,148.4,1.03206,3.01,1.1,10.0,2
17937,11.9,0.75,0.96,43.7,0.232,122.0,280.8,1.0172,3.29,0.66,12.1,2
17938,7.6,1.08,1.12,38.1,0.217,158.4,312.7,1.02075,3.14,1.32,12.0,2
17939,14.0,1.24,1.28,52.1,0.391,119.7,328.2,1.02843,2.91,0.87,10.6,2
17940,8.6,1.05,1.14,39.4,0.344,135.5,246.2,1.01736,3.26,1.37,11.5,2
17941,11.4,1.23,1.04,51.3,0.251,166.5,340.3,1.01205,3.17,1.46,11.7,2
17942,10.7,1.11,1.15,47.1,0.346,173.7,260.8,1.01966,3.22,1.3,12.0,2
17943,11.4,0.76,0.96,52.6,0.21,122.6,187.7,1.02871,3.46,1.4,11.4,2
17944,12.1,0.72,0.72,54.9,0.232,186.5,379.0,1.01754,3.06,1.3,11.5,2
17945,9.3,0.71,1.24,41.0,0.139,210.4,316.2,1.02282,3.16,1.45,11.2,2
17946,12.8,1.48,0.54,44.8,0.296,156.1,352.6,1.02631,3.05,0.93,10.8,2
17947,7.4,0.55,1.01,47.6,0.401,168.6,152.3,1.02269,3.05,1.02,11.6,2
17948,10.1,1.17,1.19,44.6,0.201,242.4,211.7,1.0223,2.85,1.62,10.5,2
17949,12.2,1.13,0.88,49.5,0.395,212.2,361.2,1.0259,3.06,1.12,11.3,2
17950,11.0,1.08,1.29,49.7,0.305,98.6,252.8,1.0147,2.91,1.16,12.7,2
17951,10.7,0.88,0.77,43.5,0.437,202.8,304.0,1.01794,3.02,1.46,11.6,2
17952,8.3,0.7,1.13,23.2,0.077,126.9,173.0,1.02034,2.95,1.12,12.3,2
17953,13.9,0.74,1.29,43.1,0.236,257.6,307.3,0.99816,3.16,1.48,11.2,2
17954,9.3,1.18,1.32,57.5,0.465,143.3,198.3,1.02195,3.26,1.26,12.6,2
17955,11.2,0.77,1.02,42.9,0.333,213.6,280.4,1.00814,3.45,1.35,12.3,2
17956,12.1,1.35,1.25,42.1,0.336,217.3,330.1,1.01589,3.14,1.68,13.3,2
17957,11.1,1.13,0.85,41.6,0.276,205.5,336.7,1.01967,2.91,1.03,10.7,2
17958,8.5,1.25,0.47,42.8,0.211,203.0,351.8,1.02157,3.12,1.58,12.9,2
17959,7.2,0.96,1.4,46.5,0.45,170.6,247.5,1.0252,3.23,1.27,10.3,2
17960,11.6,1.0,0.82,39.0,0.215,178.8,197.0,1.00886,3.0,1.48,11.3,2
17961,11.9,0.64,0.97,37.1,0.35,107.2,267.8,1.01373,3.18,1.4,10.1,2
17962,6.6,0.94,1.41,40.3,0.106,79.4,175.6,1.0148,2.93,1.36,13.4,2
17963,10.6,1.07,1.04,59.9,0.428,191.5,354.0,1.02276,3.21,1.1,12.1,2
17964,12.5,1.04,0.67,22.0,0.238,199.1,159.0,1.0257,3.19,1.45,13.1,2
17965,8.0,1.09,1.16,25.8,0.345,193.2,292.5,1.00907,3.18,1.33,10.3,2
17966,11.7,0.49,0.92,42.3,0.376,100.2,250.5,1.0242,2.89,1.39,10.6,2
17967,10.3,0.67,0.99,44.7,0.173,210.8,367.8,1.02567,3.07,1.13,11.2,2
17968,9.2,0.77,1.27,19.9,0.106,142.9,261.5,1.01696,3.35,1.0,11.3,2
17969,10.4,1.18,0.92,35.8,0.081,116.1,248.4,1.01486,2.98,1.28,11.8,2
17970,12.6,0.63,1.06,61.3,0.379,143.7,221.1,1.02144,3.02,0.5,10.9,2
17971,13.6,0.95,1.12,59.6,0.538,189.8,399.7,1.03025,3.03,1.41,11.2,2
17972,11.2,1.16,1.14,41.5,0.217,207.0,318.4,1.01928,3.21,1.03,12.2,2
17973,7.2,1.06,0.56,26.5,0.281,141.9,307.4,1.00713,3.13,1.24,12.5,2
17974,11.2,1.26,0.59,51.0,0.174,163.1,251.9,1.01671,3.0,1.35,11.2,2
17975,11.8,1.17,0.44,50.5,0.344,195.1,357.8,1.01613,3.47,1.41,12.8,2
17976,11.5,1.31,0.49,32.1,0.334,204.5,390.1,1.0104,3.3,1.23,13.5,2
17977,8.6,0.68,1.21,20.1,0.228,114.5,197.9,1.01985,3.16,1.43,11.7,2
17978,10.3,0.93,0.97,40.0,0.33,245.0,317.8,1.02702,3.02,1.13,12.0,2
17979,9.4,0.96,1.05,29.9,0.362,147.4,313.9,1.02196,3.03,1.31,12.4,2
17980,12.9,0.95,1.33,46.3,0.385,253.6,277.6,1.00877,3.49,1.24,9.4,2
17981,14.2,1.01,0.97,36.3,0.122,226.7,296.8,1.0064,3.23,1.33,11.5,2
17982,10.2,0.97,1.32,47.3,0.304,140.1,256.7,1.02284,3.04,1.68,11.8,2
17983,13.8,1.11,0.52,47.4,0.306,218.1,320.3,1.02003,3.07,1.55,11.0,2
17984,10.3,0.58,1.14,56.6,0.401,159.0,281.8,1.03148,3.31,0.99,12.1,2
17985,12.7,0.83,0.96,40.8,0.344,243.0,243.9,1.02228,2.95,1.69,11.1,2
17986,8.7,1.09,1.07,52.0,0.137,140.8,211.0,1.01422,3.24,1.19,11.1,2
17987,6.4,1.19,0.99,39.4,0.284,227.2,317.9,1.0208,3.29,1.02,11.6,2
17988,10.3,1.12,1.16,49.9,0.18,200.6,350.7,1.01758,3.04,0.99,12.4,2
17989,13.4,0.91,1.01,43.1,0.182,181.8,375.8,1.02027,3.0,1.22,11.6,2
17990,13.5,0.75,1.38,48.6,0.425,74.2,341.6,1.00364,2.86,1.25,11.1,2
17991,10.7,0.61,1.11,48.8,0.196,195.7,146.7,1.02383,3.22,1.03,10.4,2
17992,8.8,1.2,1.01,27.9,0.263,234.7,400.3,1.01553,3.06,1.61,13.2,2
17993,10.1,0.82,1.01,54.1,0.22,176.5,349.7,1.02035,3.23,1.17,11.2,2
17994,9.1,0.89,0.87,45.9,0.37,225.9,343.7,1.01982,3.43,0.92,12.0,2
17995,12.2,1.3,1.08,40.6,0.191,142.1,370.7,1.02007,3.1,1.27,12.0,2
17996,10.7,0.88,0.77,43.5,0.437,202.8,304.0,1.01794,3.02,1.46,11.6,2
17997,11.9,1.06,0.5,40.8,0.252,192.2,347.7,1.01407,3.11,1.53,12.5,2
17998,11.5,1.36,0.79,48.7,0.161,158.7,321.3,1.01918,3.05,1.09,12.2,2
17999,7.2,1.06,0.56,26.5,0.281,141.9,307.4,1.00713,3.13,1.24,12.5,2
18000,9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,2
18001,6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,2
18002,7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,2
18003,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,2
18004,7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,2
18005,11.6,1.13,1.21,43.8,0.399,83.9,216.9,1.01285,3.29,1.21,10.2,2
18006,14.4,1.33,0.85,33.6,0.247,231.3,229.5,1.02603,3.14,0.68,10.9,2
18007,14.1,1.16,1.27,45.9,0.327,124.0,347.6,1.02018,2.95,1.12,10.3,2
18008,9.5,1.01,0.87,48.3,0.219,195.1,397.6,1.02272,3.04,1.3,13.1,2
18009,10.6,0.47,0.9,22.2,0.263,179.0,365.3,1.01828,3.2,1.26,12.5,2
18010,11.5,1.01,1.29,49.4,0.369,137.2,345.4,1.02644,3.05,1.2,12.0,2
18011,12.1,0.45,0.75,44.4,0.081,211.3,381.8,1.02233,3.17,0.44,11.9,2
18012,8.7,0.97,0.89,28.8,0.158,131.9,252.2,1.01742,3.18,1.18,11.5,2
18013,11.2,0.72,0.76,39.1,0.298,189.1,240.7,1.01702,3.35,1.15,11.8,2
18014,11.4,0.66,1.1,26.8,0.054,97.8,331.8,1.0139,2.92,1.27,12.8,2
18015,8.4,1.15,1.21,49.3,0.298,145.0,329.8,1.02148,3.09,1.43,10.7,2
18016,11.3,1.27,1.37,35.3,0.228,212.1,230.4,1.01831,3.1,0.93,11.3,2
18017,10.4,1.1,1.28,47.9,0.177,190.9,165.2,1.0214,2.94,1.32,10.0,2
18018,11.2,0.93,0.82,42.7,0.236,133.8,334.5,1.01541,3.4,0.93,11.1,2
18019,13.7,0.98,0.95,43.3,0.298,188.3,267.3,1.00823,3.34,1.73,12.2,2
18020,12.2,0.65,0.87,45.5,0.18,203.0,305.6,1.01623,3.28,0.94,11.1,2
18021,10.8,0.77,0.93,29.9,0.358,197.9,257.1,1.0036,3.06,1.39,12.9,2
18022,10.7,0.81,0.94,41.0,0.426,195.9,253.6,1.0167,3.08,1.03,13.1,2
18023,13.4,0.99,1.01,45.2,0.258,220.6,231.7,1.0148,3.03,1.09,8.9,2
18024,6.7,1.32,1.09,52.6,0.332,162.0,193.8,1.01916,2.93,1.15,11.8,2
18025,12.5,0.79,0.7,39.8,0.365,172.1,257.2,1.01308,3.43,0.9,9.6,2
18026,8.9,1.2,0.91,36.1,0.096,236.9,287.4,1.03079,2.94,0.86,11.1,2
18027,10.9,1.14,0.78,37.3,0.2,191.0,322.6,1.01819,3.33,1.1,10.9,2
18028,11.5,1.19,0.94,44.7,0.34,119.9,323.2,1.01227,3.26,1.24,10.5,2
18029,6.2,1.04,0.92,19.4,0.188,120.6,294.8,1.01299,3.12,1.66,12.9,2
18030,8.0,0.54,1.4,58.7,0.382,69.1,168.5,1.02732,3.26,0.92,11.7,2
18031,10.4,1.02,1.35,49.6,0.152,171.5,321.8,1.01968,2.84,1.37,12.7,2
18032,11.2,1.08,1.14,46.7,0.221,189.2,309.6,1.02788,2.96,1.62,13.0,2
18033,8.8,1.05,0.9,36.8,0.232,171.3,223.3,1.02577,3.26,1.21,11.8,2
18034,13.0,1.26,0.82,30.0,0.322,179.6,316.5,1.01158,3.1,1.0,10.7,2
18035,9.9,0.77,0.91,51.7,0.221,196.3,312.8,1.00564,3.21,1.4,11.5,2
18036,14.7,0.77,1.08,31.0,0.384,86.8,238.1,1.01895,3.18,1.02,9.6,2
18037,10.9,0.49,1.01,47.9,0.254,119.2,279.0,1.01372,3.3,1.46,10.9,2
18038,10.0,1.02,0.88,38.9,0.329,170.1,226.7,1.02471,3.06,1.02,11.4,2
18039,8.0,1.07,0.72,38.8,0.221,226.3,238.3,1.0118,3.32,1.28,12.2,2
18040,11.1,0.87,1.28,40.3,0.205,165.4,142.1,1.01348,3.16,1.04,10.6,2
18041,9.7,0.77,1.23,40.0,0.125,206.3,174.3,1.01925,3.04,1.23,12.2,2
18042,12.1,1.09,0.67,37.5,0.256,128.4,311.9,1.02747,2.91,1.36,11.9,2
18043,13.7,0.89,1.22,35.5,0.27,205.9,262.2,1.01934,3.04,1.23,10.2,2
18044,12.4,0.69,0.7,40.0,0.258,137.5,271.2,1.01671,3.01,1.78,10.9,2
18045,9.6,1.1,1.19,48.3,0.309,207.0,283.9,1.01502,2.89,1.35,11.7,2
18046,13.2,1.06,0.72,45.9,0.381,214.6,352.5,1.0099,3.26,1.5,11.5,2
18047,12.6,0.91,1.27,37.1,0.431,137.3,229.8,1.0114,3.16,1.72,10.8,2
18048,9.6,0.71,1.05,41.6,0.233,148.2,229.0,1.0164,2.87,1.45,13.0,2
18049,13.3,1.25,1.35,54.7,0.42,131.2,255.6,1.01706,3.13,0.61,9.7,2
18050,9.6,1.15,0.97,56.1,0.305,186.3,216.3,1.01529,3.14,0.66,9.4,2
18051,10.0,0.81,1.16,31.8,0.344,206.9,204.1,1.01656,3.12,1.01,12.0,2
18052,12.4,0.43,1.29,37.2,0.237,149.6,348.1,1.00086,3.3,1.09,11.6,2
18053,11.1,1.02,1.46,57.6,0.362,211.8,377.7,1.0187,3.35,1.28,12.1,2
18054,6.0,1.1,1.19,46.3,0.307,139.0,372.0,1.02439,3.25,1.36,12.7,2
18055,8.1,0.78,0.61,29.2,0.173,190.3,119.6,1.01274,3.16,1.69,11.9,2
18056,10.8,1.05,0.81,36.1,0.29,193.0,311.5,1.02531,2.98,1.17,13.3,2
18057,11.1,0.88,0.83,23.4,0.203,126.2,168.0,1.02722,3.17,1.34,11.2,2
18058,12.9,0.65,1.12,48.6,0.17,150.2,203.9,1.01563,3.04,1.12,12.1,2
18059,10.5,0.5,0.68,41.4,0.237,229.7,172.2,1.01471,3.1,0.95,11.6,2
18060,12.7,0.47,1.25,53.7,0.181,182.1,323.2,1.02599,2.98,1.28,10.4,2
18061,11.0,0.84,0.5,44.9,0.11,111.9,208.1,1.00187,3.18,1.27,12.0,2
18062,10.7,1.23,1.09,53.7,0.364,184.1,301.8,1.03068,2.85,1.03,11.6,2
18063,7.2,0.78,1.11,28.8,0.178,118.9,335.2,1.00791,3.02,1.07,12.7,2
18064,11.3,1.19,1.39,49.1,0.349,218.8,298.1,1.01845,3.14,1.28,11.0,2
18065,6.5,1.18,1.01,28.4,0.222,189.3,209.0,1.02209,2.93,1.09,12.6,2
18066,13.5,1.1,1.09,51.2,0.115,186.4,207.7,1.01642,2.97,1.33,11.5,2
18067,11.5,1.14,0.75,51.9,0.201,139.3,288.6,1.0175,3.43,1.24,11.3,2
18068,11.5,1.08,1.14,38.8,0.308,112.1,230.5,1.01471,3.55,0.84,10.4,2
18069,10.9,0.53,1.21,43.0,0.277,249.2,386.6,1.01698,3.06,1.19,11.3,2
18070,10.9,0.25,0.8,51.2,0.43,100.0,225.3,1.01887,3.18,1.01,11.0,2
18071,11.6,0.52,0.73,43.6,0.257,131.8,270.4,1.02301,3.23,0.93,11.4,2
18072,12.7,0.99,1.12,36.2,0.19,137.0,314.9,1.01188,3.12,1.43,11.3,2
18073,7.2,1.08,1.03,47.5,0.1,164.1,275.9,1.02441,3.16,1.18,13.5,2
18074,13.0,1.27,1.17,45.9,0.29,224.6,373.0,1.01495,3.39,1.47,10.5,2
18075,11.0,0.91,1.19,35.9,0.295,138.2,322.4,1.01945,3.3,1.08,11.8,2
18076,14.4,0.69,0.78,30.9,0.166,151.1,313.8,1.01872,2.92,1.37,11.2,2
18077,12.0,0.91,0.96,52.5,0.231,176.1,365.9,1.01116,3.18,1.58,12.0,2
18078,11.4,0.55,0.78,45.9,0.4,143.7,251.7,1.01912,3.4,1.28,11.7,2
18079,8.5,0.59,0.96,40.0,0.168,175.2,399.1,1.00187,2.9,1.17,14.0,2
18080,11.7,1.0,1.28,41.4,0.103,130.7,265.6,1.02903,2.89,1.36,13.5,2
18081,13.7,0.91,1.44,51.5,0.425,227.1,236.4,1.00341,3.53,0.71,11.5,2
18082,11.3,1.08,1.32,53.3,0.138,145.2,285.4,1.01408,3.06,0.96,11.2,2
18083,12.6,0.92,0.74,56.5,0.172,125.9,304.3,1.01619,3.05,1.15,12.4,2
18084,10.7,0.84,0.66,39.9,0.141,139.6,342.6,1.0041,2.95,1.63,13.4,2
18085,9.7,0.99,1.2,45.0,0.483,183.1,311.7,1.02471,3.4,1.03,11.8,2
18086,12.4,0.77,1.19,44.2,0.305,233.1,216.5,1.02154,3.44,1.05,10.6,2
18087,13.7,0.96,1.03,33.6,0.256,120.7,237.5,1.01554,3.36,1.06,10.2,2
18088,10.7,1.37,1.24,57.2,0.285,130.7,369.0,1.02093,2.86,1.2,10.6,2
18089,13.5,0.92,0.72,56.4,0.288,154.1,376.2,1.01066,3.08,0.64,12.5,2
18090,14.1,1.1,1.06,32.2,0.189,199.2,222.4,1.01704,3.11,1.52,12.0,2
18091,11.0,1.16,0.99,41.2,0.246,254.7,303.7,1.00354,3.13,1.17,11.5,2
18092,10.5,1.08,1.37,39.5,0.3,172.2,300.5,1.02792,2.93,1.08,12.8,2
18093,12.5,1.06,0.88,36.0,0.315,222.1,321.1,1.01619,3.24,0.92,10.4,2
18094,11.4,0.86,1.01,50.6,0.307,217.5,282.9,1.01789,3.37,1.22,11.9,2
18095,9.8,1.04,1.28,29.1,0.416,163.9,246.0,1.02225,3.08,1.41,10.6,2
18096,9.3,0.36,1.16,44.6,0.167,109.3,155.6,1.01521,3.46,0.75,10.6,2
18097,12.2,1.27,0.58,44.1,0.446,211.6,363.3,1.02344,3.17,1.14,12.4,2
18098,10.0,1.14,0.55,56.1,0.353,191.4,382.8,1.01994,3.41,1.0,12.6,2
18099,8.8,1.09,1.54,32.8,0.3,234.9,133.2,1.02688,3.11,0.92,11.5,2
18100,13.6,0.9,1.24,44.7,0.331,186.3,398.3,1.01167,3.15,1.63,12.2,2
18101,9.9,0.82,1.27,40.0,0.172,136.5,247.9,1.01606,3.36,1.26,11.8,2
18102,10.1,1.22,0.88,53.1,0.123,221.0,191.9,1.01211,3.19,1.12,10.5,2
18103,11.1,1.13,0.94,49.9,0.233,168.8,309.1,1.02212,3.0,1.52,11.6,2
18104,12.0,0.78,1.16,45.5,0.339,242.3,157.8,1.01139,3.13,1.46,10.5,2
18105,12.1,0.67,0.74,44.9,0.412,97.9,130.7,1.01155,3.04,0.98,9.6,2
18106,12.7,0.75,0.8,44.4,0.131,221.9,229.7,1.0166,3.06,1.29,10.5,2
18107,9.3,1.31,0.72,53.3,0.249,212.6,366.0,1.00916,3.3,0.52,12.2,2
18108,7.5,0.5,0.91,34.4,0.26,157.9,220.8,1.02744,3.19,1.39,13.0,2
18109,13.9,1.07,1.1,43.5,0.273,191.5,234.7,1.01428,3.04,1.28,12.4,2
18110,11.2,0.33,0.79,46.1,0.316,172.0,345.1,1.01947,2.89,1.51,11.3,2
18111,11.2,1.02,1.11,50.5,0.365,221.1,281.7,1.01172,3.49,1.09,11.2,2
18112,12.5,1.23,1.27,37.0,0.234,190.9,365.7,1.01953,3.28,1.33,11.8,2
18113,9.8,0.97,0.86,50.8,0.383,175.4,318.5,1.00816,3.22,1.26,12.4,2
18114,11.3,0.64,0.35,30.9,0.192,127.0,330.7,1.00806,3.1,1.73,11.1,2
18115,11.6,0.86,1.16,33.5,0.323,126.7,238.2,1.01595,3.41,1.38,11.2,2
18116,12.5,1.17,1.13,50.6,0.21,273.7,341.7,1.02237,2.89,1.01,10.2,2
18117,11.7,1.22,0.62,41.0,0.183,177.3,322.2,1.00895,3.01,1.67,12.3,2
18118,10.6,0.91,0.95,40.1,0.342,137.7,264.4,1.03381,3.01,1.37,11.6,2
18119,12.6,1.25,1.17,59.3,0.37,230.8,387.0,1.02358,3.02,1.13,11.8,2
18120,8.3,0.81,0.75,43.3,0.197,139.3,347.9,1.00608,3.14,1.57,12.5,2
18121,13.4,1.33,1.41,47.8,0.268,195.1,398.1,1.01746,3.28,1.18,12.8,2
18122,12.0,1.28,1.1,17.4,0.174,257.9,343.0,1.02514,3.15,1.18,12.7,2
18123,11.7,0.97,1.14,41.0,0.447,196.8,289.1,1.01978,3.04,0.78,9.8,2
18124,9.9,1.05,1.45,39.3,0.433,99.4,319.6,1.02493,2.98,1.02,11.4,2
18125,10.7,0.95,1.4,49.9,0.267,228.0,209.8,1.01934,3.3,1.39,11.4,2
18126,10.2,0.97,1.33,48.4,0.356,216.9,237.9,1.02287,3.11,1.48,11.2,2
18127,12.5,0.92,0.8,27.1,0.226,178.9,274.0,1.01232,3.1,1.12,11.3,2
18128,10.2,0.98,1.0,47.4,0.229,233.1,280.4,1.01477,3.13,0.71,9.5,2
18129,12.6,1.3,0.45,41.1,0.211,205.5,311.0,1.01759,2.88,1.52,11.6,2
18130,13.6,1.41,1.2,24.1,0.384,252.9,218.7,1.02176,3.23,1.24,10.9,2
18131,13.3,0.97,1.37,33.6,0.394,205.3,216.3,1.02088,3.13,0.99,10.8,2
18132,10.1,0.85,1.01,50.6,0.296,130.3,304.7,1.01442,3.17,1.12,12.6,2
18133,10.1,1.06,0.92,42.4,0.335,125.7,272.6,1.02475,3.02,1.45,12.7,2
18134,12.6,1.3,1.15,50.0,0.321,206.4,346.1,1.02031,3.06,1.32,11.6,2
18135,11.1,1.39,0.96,31.2,0.27,218.7,342.5,1.02258,3.17,1.1,11.9,2
18136,8.5,1.2,0.8,36.7,0.166,138.4,325.3,1.01772,3.16,1.49,12.1,2
18137,8.4,0.9,0.83,47.2,0.223,138.0,273.3,1.01923,3.05,1.26,10.9,2
18138,9.9,1.05,1.45,39.3,0.433,99.4,319.6,1.02493,2.98,1.02,11.4,2
18139,13.6,0.71,1.29,54.7,0.227,144.6,365.7,1.01186,3.0,1.17,11.2,2
18140,12.3,0.43,1.01,21.8,0.189,165.3,392.4,1.01678,3.12,1.47,11.5,2
18141,10.3,1.32,1.2,39.3,0.207,213.2,308.9,1.0249,3.23,1.22,12.6,2
18142,9.5,1.24,0.92,56.8,0.464,214.4,367.5,1.02107,3.3,1.22,11.7,2
18143,13.4,0.76,1.18,52.9,0.43,153.2,280.6,1.02739,3.11,1.32,11.7,2
18144,8.9,1.28,1.28,28.0,0.212,206.0,309.0,1.02472,3.43,0.94,12.5,2
18145,14.2,0.51,1.15,32.7,0.333,218.2,389.0,1.01603,3.24,1.0,11.7,2
18146,12.6,0.78,0.46,34.6,0.154,162.6,326.4,1.01819,3.08,1.37,11.9,2
18147,11.1,0.73,1.09,50.4,0.335,120.0,245.5,1.02018,2.95,1.4,11.0,2
18148,10.7,0.45,1.03,52.9,0.413,123.3,304.2,1.01964,3.06,0.96,12.4,2
18149,10.5,1.02,0.91,49.2,0.391,191.3,350.3,1.00825,3.04,1.47,12.0,2
18150,10.5,1.12,1.43,39.9,0.174,192.3,164.0,1.01314,3.04,1.16,11.5,2
18151,12.0,0.64,1.29,43.0,0.234,96.1,300.7,1.00651,3.46,1.23,10.8,2
18152,10.4,0.77,1.33,48.6,0.235,209.3,160.5,1.00578,3.59,1.06,12.9,2
18153,10.3,0.93,1.27,47.7,0.329,116.9,210.1,1.02812,3.32,0.98,11.4,2
18154,8.7,1.2,0.91,38.3,0.207,127.3,304.4,1.01637,3.02,1.09,12.1,2
18155,10.0,1.15,1.3,42.0,0.325,170.6,333.1,1.02079,3.41,0.69,11.7,2
18156,10.5,1.22,1.25,37.2,0.331,157.7,206.5,1.01648,3.07,1.36,11.1,2
18157,11.7,1.22,0.62,41.0,0.183,177.3,322.2,1.00895,3.01,1.67,12.3,2
18158,13.8,0.89,1.07,43.7,0.112,172.2,314.9,1.00071,3.13,1.2,9.7,2
18159,12.6,0.87,1.23,58.2,0.289,218.0,408.4,1.02066,3.11,1.02,11.9,2
18160,11.2,0.98,1.06,54.6,0.175,171.6,269.5,1.02514,2.95,1.05,12.9,2
18161,12.6,0.94,0.56,40.5,0.376,174.5,341.4,1.01258,3.09,1.53,11.0,2
18162,13.1,0.87,1.03,39.8,0.225,161.9,251.7,1.01615,3.26,1.73,9.0,2
18163,13.2,1.16,0.88,23.1,0.16,247.4,229.4,1.02348,2.99,1.31,11.9,2
18164,11.0,1.09,1.3,44.7,0.372,130.7,305.8,1.01877,3.09,1.34,12.4,2
18165,10.2,1.34,1.23,40.1,0.3,240.2,327.7,1.02482,3.01,1.46,9.6,2
18166,13.6,0.82,1.12,50.6,0.464,153.5,232.4,1.01161,3.06,0.86,11.1,2
18167,11.8,0.6,0.96,41.0,0.349,76.9,193.8,1.02303,2.94,1.12,11.3,2
18168,13.8,0.55,1.37,38.9,0.268,187.3,258.5,1.01467,3.04,1.41,11.1,2
18169,12.0,0.8,0.35,28.9,0.159,137.8,315.6,1.01464,2.89,1.83,13.7,2
18170,12.5,0.9,0.94,47.2,0.496,176.3,392.5,1.02354,2.91,1.68,12.1,2
18171,11.5,1.22,0.56,25.9,0.073,204.6,262.7,1.00414,3.08,1.14,12.4,2
18172,7.7,1.09,0.79,53.7,0.414,200.4,324.0,1.02382,3.01,1.47,11.1,2
18173,12.0,0.97,1.01,37.0,0.171,158.5,292.4,1.00372,2.98,1.19,12.3,2
18174,11.0,0.84,0.5,44.9,0.11,111.9,208.1,1.00187,3.18,1.27,12.0,2
18175,13.7,0.91,1.44,51.5,0.425,227.1,236.4,1.00341,3.53,0.71,11.5,2
18176,12.6,0.81,0.99,44.0,0.363,195.5,332.4,1.01387,3.02,1.53,11.5,2
18177,10.6,1.32,1.22,46.4,0.177,211.6,315.8,1.02379,2.89,1.1,11.6,2
18178,10.5,0.43,1.02,38.4,0.132,228.6,222.7,1.0175,3.22,1.48,11.3,2
18179,13.9,1.0,1.31,34.9,0.251,232.3,159.5,1.01553,3.24,1.21,10.8,2
18180,9.8,1.13,0.95,40.6,0.231,182.7,314.8,1.01277,3.02,1.37,10.2,2
